course_id,provider,course_title,total_colleges,credits_range,delivery_method,price,description,college,school,transfer_credits,more_info,,,,
c12,AP (Advanced Placement),AP Microeconomics,1000+,3 to 6,In-person,$99,"AP Microeconomics is an introductory college-level microeconomics course. Students cultivate their understanding of the principles that apply to the functions of individual economic decision-makers by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like scarcity and markets; costs, benefits, and marginal analysis; production choices and behavior; and market inefficiency and public policy.","University of California, Davis",,4 quarter units,Transfers as: Economics (UC-B),,,,
c12,AP (Advanced Placement),AP Microeconomics,1000+,3 to 6,In-person,$99,"AP Microeconomics is an introductory college-level microeconomics course. Students cultivate their understanding of the principles that apply to the functions of individual economic decision-makers by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like scarcity and markets; costs, benefits, and marginal analysis; production choices and behavior; and market inefficiency and public policy.","University of California, Irvine",,4 quarter units,Transfers as: Economics (UC-B),,,,
c12,AP (Advanced Placement),AP Microeconomics,1000+,3 to 6,In-person,$99,"AP Microeconomics is an introductory college-level microeconomics course. Students cultivate their understanding of the principles that apply to the functions of individual economic decision-makers by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like scarcity and markets; costs, benefits, and marginal analysis; production choices and behavior; and market inefficiency and public policy.","University of California, Los Angeles",,4 quarter units,Transfers as: Economics (UC-B),,,,
c12,AP (Advanced Placement),AP Microeconomics,1000+,3 to 6,In-person,$99,"AP Microeconomics is an introductory college-level microeconomics course. Students cultivate their understanding of the principles that apply to the functions of individual economic decision-makers by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like scarcity and markets; costs, benefits, and marginal analysis; production choices and behavior; and market inefficiency and public policy.","University of California, Riverside",,4 quarter units,Transfers as: Economics (UC-B),,,,
c12,AP (Advanced Placement),AP Microeconomics,1000+,3 to 6,In-person,$99,"AP Microeconomics is an introductory college-level microeconomics course. Students cultivate their understanding of the principles that apply to the functions of individual economic decision-makers by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like scarcity and markets; costs, benefits, and marginal analysis; production choices and behavior; and market inefficiency and public policy.","University of California, San Diego",,4 quarter units,Transfers as: Economics (UC-B),,,,
c12,AP (Advanced Placement),AP Microeconomics,1000+,3 to 6,In-person,$99,"AP Microeconomics is an introductory college-level microeconomics course. Students cultivate their understanding of the principles that apply to the functions of individual economic decision-makers by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like scarcity and markets; costs, benefits, and marginal analysis; production choices and behavior; and market inefficiency and public policy.","University of California, Santa Barbara",,4 quarter units,Transfers as: Economics (UC-B),,,,
c12,AP (Advanced Placement),AP Microeconomics,1000+,3 to 6,In-person,$99,"AP Microeconomics is an introductory college-level microeconomics course. Students cultivate their understanding of the principles that apply to the functions of individual economic decision-makers by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like scarcity and markets; costs, benefits, and marginal analysis; production choices and behavior; and market inefficiency and public policy.","University of California, Santa Cruz",,4 quarter units,Transfers as: Economics (UC-B),,,,
c13,AP (Advanced Placement),AP Macroeconomics,1000+,3 to 6,In-person,$99,"AP Macroeconomics is an introductory college-level macroeconomics course. Students cultivate their understanding of the principles that apply to an economic system as a whole by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like economic measurements, markets, macroeconomic models, and macroeconomic policies.​​​​​​","University of California, Berkeley",,2.6 semester units,Transfers as: Economics (UC-B),,,,
c13,AP (Advanced Placement),AP Macroeconomics,1000+,3 to 6,In-person,$99,"AP Macroeconomics is an introductory college-level macroeconomics course. Students cultivate their understanding of the principles that apply to an economic system as a whole by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like economic measurements, markets, macroeconomic models, and macroeconomic policies.​​​​​​","University of California, Merced",,2.6 semester units,Transfers as: Economics (UC-B),,,,
c13,AP (Advanced Placement),AP Macroeconomics,1000+,3 to 6,In-person,$99,"AP Macroeconomics is an introductory college-level macroeconomics course. Students cultivate their understanding of the principles that apply to an economic system as a whole by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like economic measurements, markets, macroeconomic models, and macroeconomic policies.​​​​​​","University of California, Davis",,4 quarter units,Transfers as: Economics (UC-B),,,,
c13,AP (Advanced Placement),AP Macroeconomics,1000+,3 to 6,In-person,$99,"AP Macroeconomics is an introductory college-level macroeconomics course. Students cultivate their understanding of the principles that apply to an economic system as a whole by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like economic measurements, markets, macroeconomic models, and macroeconomic policies.​​​​​​","University of California, Irvine",,4 quarter units,Transfers as: Economics (UC-B),,,,
c13,AP (Advanced Placement),AP Macroeconomics,1000+,3 to 6,In-person,$99,"AP Macroeconomics is an introductory college-level macroeconomics course. Students cultivate their understanding of the principles that apply to an economic system as a whole by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like economic measurements, markets, macroeconomic models, and macroeconomic policies.​​​​​​","University of California, Los Angeles",,4 quarter units,Transfers as: Economics (UC-B),,,,
c13,AP (Advanced Placement),AP Macroeconomics,1000+,3 to 6,In-person,$99,"AP Macroeconomics is an introductory college-level macroeconomics course. Students cultivate their understanding of the principles that apply to an economic system as a whole by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like economic measurements, markets, macroeconomic models, and macroeconomic policies.​​​​​​","University of California, Riverside",,4 quarter units,Transfers as: Economics (UC-B),,,,
c13,AP (Advanced Placement),AP Macroeconomics,1000+,3 to 6,In-person,$99,"AP Macroeconomics is an introductory college-level macroeconomics course. Students cultivate their understanding of the principles that apply to an economic system as a whole by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like economic measurements, markets, macroeconomic models, and macroeconomic policies.​​​​​​","University of California, San Diego",,4 quarter units,Transfers as: Economics (UC-B),,,,
c13,AP (Advanced Placement),AP Macroeconomics,1000+,3 to 6,In-person,$99,"AP Macroeconomics is an introductory college-level macroeconomics course. Students cultivate their understanding of the principles that apply to an economic system as a whole by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like economic measurements, markets, macroeconomic models, and macroeconomic policies.​​​​​​","University of California, Santa Barbara",,4 quarter units,Transfers as: Economics (UC-B),,,,
c13,AP (Advanced Placement),AP Macroeconomics,1000+,3 to 6,In-person,$99,"AP Macroeconomics is an introductory college-level macroeconomics course. Students cultivate their understanding of the principles that apply to an economic system as a whole by using principles and models to describe economic situations and predict and explain outcomes with graphs, charts, and data as they explore concepts like economic measurements, markets, macroeconomic models, and macroeconomic policies.​​​​​​","University of California, Santa Cruz",,4 quarter units,Transfers as: Economics (UC-B),,,,
c14,AP (Advanced Placement),AP English Language and Composition,1000+,3 to 6,In-person,$99,"AP English Language and Composition is an introductory college-level composition course. Students cultivate their understanding of writing and rhetorical arguments through reading, analyzing, and writing texts as they explore topics like rhetorical situation, claims and evidence, reasoning and organization, and style.","University of California, Berkeley",,5.3 semester units,"Transfers as: English UC-E. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c14,AP (Advanced Placement),AP English Language and Composition,1000+,3 to 6,In-person,$99,"AP English Language and Composition is an introductory college-level composition course. Students cultivate their understanding of writing and rhetorical arguments through reading, analyzing, and writing texts as they explore topics like rhetorical situation, claims and evidence, reasoning and organization, and style.","University of California, Merced",,5.3 semester units,"Transfers as: English UC-E. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c14,AP (Advanced Placement),AP English Language and Composition,1000+,3 to 6,In-person,$99,"AP English Language and Composition is an introductory college-level composition course. Students cultivate their understanding of writing and rhetorical arguments through reading, analyzing, and writing texts as they explore topics like rhetorical situation, claims and evidence, reasoning and organization, and style.","University of California, Davis",,8 quarter units,"Transfers as: English UC-E. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c14,AP (Advanced Placement),AP English Language and Composition,1000+,3 to 6,In-person,$99,"AP English Language and Composition is an introductory college-level composition course. Students cultivate their understanding of writing and rhetorical arguments through reading, analyzing, and writing texts as they explore topics like rhetorical situation, claims and evidence, reasoning and organization, and style.","University of California, Irvine",,8 quarter units,"Transfers as: English UC-E. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c14,AP (Advanced Placement),AP English Language and Composition,1000+,3 to 6,In-person,$99,"AP English Language and Composition is an introductory college-level composition course. Students cultivate their understanding of writing and rhetorical arguments through reading, analyzing, and writing texts as they explore topics like rhetorical situation, claims and evidence, reasoning and organization, and style.","University of California, Los Angeles",,8 quarter units,"Transfers as: English UC-E. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c14,AP (Advanced Placement),AP English Language and Composition,1000+,3 to 6,In-person,$99,"AP English Language and Composition is an introductory college-level composition course. Students cultivate their understanding of writing and rhetorical arguments through reading, analyzing, and writing texts as they explore topics like rhetorical situation, claims and evidence, reasoning and organization, and style.","University of California, Riverside",,8 quarter units,"Transfers as: English UC-E. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c14,AP (Advanced Placement),AP English Language and Composition,1000+,3 to 6,In-person,$99,"AP English Language and Composition is an introductory college-level composition course. Students cultivate their understanding of writing and rhetorical arguments through reading, analyzing, and writing texts as they explore topics like rhetorical situation, claims and evidence, reasoning and organization, and style.","University of California, San Diego",,8 quarter units,"Transfers as: English UC-E. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c14,AP (Advanced Placement),AP English Language and Composition,1000+,3 to 6,In-person,$99,"AP English Language and Composition is an introductory college-level composition course. Students cultivate their understanding of writing and rhetorical arguments through reading, analyzing, and writing texts as they explore topics like rhetorical situation, claims and evidence, reasoning and organization, and style.","University of California, Santa Barbara",,8 quarter units,"Transfers as: English UC-E. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c14,AP (Advanced Placement),AP English Language and Composition,1000+,3 to 6,In-person,$99,"AP English Language and Composition is an introductory college-level composition course. Students cultivate their understanding of writing and rhetorical arguments through reading, analyzing, and writing texts as they explore topics like rhetorical situation, claims and evidence, reasoning and organization, and style.","University of California, Santa Cruz",,8 quarter units,"Transfers as: English UC-E. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c15,AP (Advanced Placement),AP English Literature and Composition,1000+,3 to 6,In-person,$99,"AP English Literature and Composition is an introductory college-level literary analysis course. Students cultivate their understanding of literature through reading and analyzing texts as they explore concepts like character, setting, structure, perspective, figurative language, and literary analysis in the context of literary works.","University of California, Berkeley",,5.3 semester units,"Transfers as: English UC-E/H. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c15,AP (Advanced Placement),AP English Literature and Composition,1000+,3 to 6,In-person,$99,"AP English Literature and Composition is an introductory college-level literary analysis course. Students cultivate their understanding of literature through reading and analyzing texts as they explore concepts like character, setting, structure, perspective, figurative language, and literary analysis in the context of literary works.","University of California, Merced",,5.3 semester units,"Transfers as: English UC-E/H. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c15,AP (Advanced Placement),AP English Literature and Composition,1000+,3 to 6,In-person,$99,"AP English Literature and Composition is an introductory college-level literary analysis course. Students cultivate their understanding of literature through reading and analyzing texts as they explore concepts like character, setting, structure, perspective, figurative language, and literary analysis in the context of literary works.","University of California, Davis",,8 quarter units,"Transfers as: English UC-E/H. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c15,AP (Advanced Placement),AP English Literature and Composition,1000+,3 to 6,In-person,$99,"AP English Literature and Composition is an introductory college-level literary analysis course. Students cultivate their understanding of literature through reading and analyzing texts as they explore concepts like character, setting, structure, perspective, figurative language, and literary analysis in the context of literary works.","University of California, Irvine",,8 quarter units,"Transfers as: English UC-E/H. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c15,AP (Advanced Placement),AP English Literature and Composition,1000+,3 to 6,In-person,$99,"AP English Literature and Composition is an introductory college-level literary analysis course. Students cultivate their understanding of literature through reading and analyzing texts as they explore concepts like character, setting, structure, perspective, figurative language, and literary analysis in the context of literary works.","University of California, Los Angeles",,8 quarter units,"Transfers as: English UC-E/H. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c15,AP (Advanced Placement),AP English Literature and Composition,1000+,3 to 6,In-person,$99,"AP English Literature and Composition is an introductory college-level literary analysis course. Students cultivate their understanding of literature through reading and analyzing texts as they explore concepts like character, setting, structure, perspective, figurative language, and literary analysis in the context of literary works.","University of California, Riverside",,8 quarter units,"Transfers as: English UC-E/H. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c15,AP (Advanced Placement),AP English Literature and Composition,1000+,3 to 6,In-person,$99,"AP English Literature and Composition is an introductory college-level literary analysis course. Students cultivate their understanding of literature through reading and analyzing texts as they explore concepts like character, setting, structure, perspective, figurative language, and literary analysis in the context of literary works.","University of California, San Diego",,8 quarter units,"Transfers as: English UC-E/H. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c15,AP (Advanced Placement),AP English Literature and Composition,1000+,3 to 6,In-person,$99,"AP English Literature and Composition is an introductory college-level literary analysis course. Students cultivate their understanding of literature through reading and analyzing texts as they explore concepts like character, setting, structure, perspective, figurative language, and literary analysis in the context of literary works.","University of California, Santa Barbara",,8 quarter units,"Transfers as: English UC-E/H. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c15,AP (Advanced Placement),AP English Literature and Composition,1000+,3 to 6,In-person,$99,"AP English Literature and Composition is an introductory college-level literary analysis course. Students cultivate their understanding of literature through reading and analyzing texts as they explore concepts like character, setting, structure, perspective, figurative language, and literary analysis in the context of literary works.","University of California, Santa Cruz",,8 quarter units,"Transfers as: English UC-E/H. Receive credit EITHER for AP Language and Composition OR AP Literature and Composition, NOT both.",,,,
c16,AP (Advanced Placement),AP Environmental Science,1000+,3 to 6,In-person,$99,"How can we meet the needs of a growing population while sustaining natural resources? How can the global community collaborate to address environmental challenges? What does science tell us about our relationship with and dependence on the earth? In AP Environmental Science, you’ll learn how to use the tools of science to address these and other big questions about our planet’s future.","University of California, Berkeley",,2.6 semester units,Transfers as: Environmental Science (UC-S),,,,
c16,AP (Advanced Placement),AP Environmental Science,1000+,3 to 6,In-person,$99,"How can we meet the needs of a growing population while sustaining natural resources? How can the global community collaborate to address environmental challenges? What does science tell us about our relationship with and dependence on the earth? In AP Environmental Science, you’ll learn how to use the tools of science to address these and other big questions about our planet’s future.","University of California, Merced",,2.6 semester units,Transfers as: Environmental Science (UC-S),,,,
c16,AP (Advanced Placement),AP Environmental Science,1000+,3 to 6,In-person,$99,"How can we meet the needs of a growing population while sustaining natural resources? How can the global community collaborate to address environmental challenges? What does science tell us about our relationship with and dependence on the earth? In AP Environmental Science, you’ll learn how to use the tools of science to address these and other big questions about our planet’s future.","University of California, Davis",,4 quarter units,Transfers as: Environmental Science (UC-S),,,,
c16,AP (Advanced Placement),AP Environmental Science,1000+,3 to 6,In-person,$99,"How can we meet the needs of a growing population while sustaining natural resources? How can the global community collaborate to address environmental challenges? What does science tell us about our relationship with and dependence on the earth? In AP Environmental Science, you’ll learn how to use the tools of science to address these and other big questions about our planet’s future.","University of California, Irvine",,4 quarter units,Transfers as: Environmental Science (UC-S),,,,
c16,AP (Advanced Placement),AP Environmental Science,1000+,3 to 6,In-person,$99,"How can we meet the needs of a growing population while sustaining natural resources? How can the global community collaborate to address environmental challenges? What does science tell us about our relationship with and dependence on the earth? In AP Environmental Science, you’ll learn how to use the tools of science to address these and other big questions about our planet’s future.","University of California, Los Angeles",,4 quarter units,Transfers as: Environmental Science (UC-S),,,,
c16,AP (Advanced Placement),AP Environmental Science,1000+,3 to 6,In-person,$99,"How can we meet the needs of a growing population while sustaining natural resources? How can the global community collaborate to address environmental challenges? What does science tell us about our relationship with and dependence on the earth? In AP Environmental Science, you’ll learn how to use the tools of science to address these and other big questions about our planet’s future.","University of California, Riverside",,4 quarter units,Transfers as: Environmental Science (UC-S),,,,
c16,AP (Advanced Placement),AP Environmental Science,1000+,3 to 6,In-person,$99,"How can we meet the needs of a growing population while sustaining natural resources? How can the global community collaborate to address environmental challenges? What does science tell us about our relationship with and dependence on the earth? In AP Environmental Science, you’ll learn how to use the tools of science to address these and other big questions about our planet’s future.","University of California, San Diego",,4 quarter units,Transfers as: Environmental Science (UC-S),,,,
c16,AP (Advanced Placement),AP Environmental Science,1000+,3 to 6,In-person,$99,"How can we meet the needs of a growing population while sustaining natural resources? How can the global community collaborate to address environmental challenges? What does science tell us about our relationship with and dependence on the earth? In AP Environmental Science, you’ll learn how to use the tools of science to address these and other big questions about our planet’s future.","University of California, Santa Barbara",,4 quarter units,Transfers as: Environmental Science (UC-S),,,,
c16,AP (Advanced Placement),AP Environmental Science,1000+,3 to 6,In-person,$99,"How can we meet the needs of a growing population while sustaining natural resources? How can the global community collaborate to address environmental challenges? What does science tell us about our relationship with and dependence on the earth? In AP Environmental Science, you’ll learn how to use the tools of science to address these and other big questions about our planet’s future.","University of California, Santa Cruz",,4 quarter units,Transfers as: Environmental Science (UC-S),,,,
c17,AP (Advanced Placement),AP United States Government and Politics,1000+,3 to 6,In-person,$99,"Have you ever wondered how the government and politics are connected? Or how you can actively participate in the political process? In AP United States Government and Politics, you’ll examine the relationships between the president, Congress, and the Supreme Court, and explore how different political ideologies and opinions shape American politics.","University of California, Berkeley",,2.6 semester units,Transfers as: Government and Politics (UC-B),,,,
c17,AP (Advanced Placement),AP United States Government and Politics,1000+,3 to 6,In-person,$99,"Have you ever wondered how the government and politics are connected? Or how you can actively participate in the political process? In AP United States Government and Politics, you’ll examine the relationships between the president, Congress, and the Supreme Court, and explore how different political ideologies and opinions shape American politics.","University of California, Merced",,2.6 semester units,Transfers as: Government and Politics (UC-B),,,,
c17,AP (Advanced Placement),AP United States Government and Politics,1000+,3 to 6,In-person,$99,"Have you ever wondered how the government and politics are connected? Or how you can actively participate in the political process? In AP United States Government and Politics, you’ll examine the relationships between the president, Congress, and the Supreme Court, and explore how different political ideologies and opinions shape American politics.","University of California, Davis",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c17,AP (Advanced Placement),AP United States Government and Politics,1000+,3 to 6,In-person,$99,"Have you ever wondered how the government and politics are connected? Or how you can actively participate in the political process? In AP United States Government and Politics, you’ll examine the relationships between the president, Congress, and the Supreme Court, and explore how different political ideologies and opinions shape American politics.","University of California, Irvine",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c17,AP (Advanced Placement),AP United States Government and Politics,1000+,3 to 6,In-person,$99,"Have you ever wondered how the government and politics are connected? Or how you can actively participate in the political process? In AP United States Government and Politics, you’ll examine the relationships between the president, Congress, and the Supreme Court, and explore how different political ideologies and opinions shape American politics.","University of California, Los Angeles",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c17,AP (Advanced Placement),AP United States Government and Politics,1000+,3 to 6,In-person,$99,"Have you ever wondered how the government and politics are connected? Or how you can actively participate in the political process? In AP United States Government and Politics, you’ll examine the relationships between the president, Congress, and the Supreme Court, and explore how different political ideologies and opinions shape American politics.","University of California, Riverside",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c17,AP (Advanced Placement),AP United States Government and Politics,1000+,3 to 6,In-person,$99,"Have you ever wondered how the government and politics are connected? Or how you can actively participate in the political process? In AP United States Government and Politics, you’ll examine the relationships between the president, Congress, and the Supreme Court, and explore how different political ideologies and opinions shape American politics.","University of California, San Diego",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c17,AP (Advanced Placement),AP United States Government and Politics,1000+,3 to 6,In-person,$99,"Have you ever wondered how the government and politics are connected? Or how you can actively participate in the political process? In AP United States Government and Politics, you’ll examine the relationships between the president, Congress, and the Supreme Court, and explore how different political ideologies and opinions shape American politics.","University of California, Santa Barbara",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c17,AP (Advanced Placement),AP United States Government and Politics,1000+,3 to 6,In-person,$99,"Have you ever wondered how the government and politics are connected? Or how you can actively participate in the political process? In AP United States Government and Politics, you’ll examine the relationships between the president, Congress, and the Supreme Court, and explore how different political ideologies and opinions shape American politics.","University of California, Santa Cruz",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c18,AP (Advanced Placement),AP Comparative Government and Politics,1000+,3 to 6,In-person,$99,"If you’re curious about how governments and politics work outside the United States, AP Comparative Government and Politics is the perfect course for you. This course explores the government and politics in China, Iran, Mexico, Nigeria, Russia, and the United Kingdom. Throughout the course, you’ll learn how different governments solve similar problems and will gain a clear understanding of the comparative method by analyzing data and text-based sources, making comparisons and applications, and developing evidence-based arguments.","University of California, Berkeley",,2.6 semester units,Transfers as: Government and Politics (UC-B),,,,
c18,AP (Advanced Placement),AP Comparative Government and Politics,1000+,3 to 6,In-person,$99,"If you’re curious about how governments and politics work outside the United States, AP Comparative Government and Politics is the perfect course for you. This course explores the government and politics in China, Iran, Mexico, Nigeria, Russia, and the United Kingdom. Throughout the course, you’ll learn how different governments solve similar problems and will gain a clear understanding of the comparative method by analyzing data and text-based sources, making comparisons and applications, and developing evidence-based arguments.","University of California, Merced",,2.6 semester units,Transfers as: Government and Politics (UC-B),,,,
c18,AP (Advanced Placement),AP Comparative Government and Politics,1000+,3 to 6,In-person,$99,"If you’re curious about how governments and politics work outside the United States, AP Comparative Government and Politics is the perfect course for you. This course explores the government and politics in China, Iran, Mexico, Nigeria, Russia, and the United Kingdom. Throughout the course, you’ll learn how different governments solve similar problems and will gain a clear understanding of the comparative method by analyzing data and text-based sources, making comparisons and applications, and developing evidence-based arguments.","University of California, Davis",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c18,AP (Advanced Placement),AP Comparative Government and Politics,1000+,3 to 6,In-person,$99,"If you’re curious about how governments and politics work outside the United States, AP Comparative Government and Politics is the perfect course for you. This course explores the government and politics in China, Iran, Mexico, Nigeria, Russia, and the United Kingdom. Throughout the course, you’ll learn how different governments solve similar problems and will gain a clear understanding of the comparative method by analyzing data and text-based sources, making comparisons and applications, and developing evidence-based arguments.","University of California, Irvine",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c18,AP (Advanced Placement),AP Comparative Government and Politics,1000+,3 to 6,In-person,$99,"If you’re curious about how governments and politics work outside the United States, AP Comparative Government and Politics is the perfect course for you. This course explores the government and politics in China, Iran, Mexico, Nigeria, Russia, and the United Kingdom. Throughout the course, you’ll learn how different governments solve similar problems and will gain a clear understanding of the comparative method by analyzing data and text-based sources, making comparisons and applications, and developing evidence-based arguments.","University of California, Los Angeles",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c18,AP (Advanced Placement),AP Comparative Government and Politics,1000+,3 to 6,In-person,$99,"If you’re curious about how governments and politics work outside the United States, AP Comparative Government and Politics is the perfect course for you. This course explores the government and politics in China, Iran, Mexico, Nigeria, Russia, and the United Kingdom. Throughout the course, you’ll learn how different governments solve similar problems and will gain a clear understanding of the comparative method by analyzing data and text-based sources, making comparisons and applications, and developing evidence-based arguments.","University of California, Riverside",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c18,AP (Advanced Placement),AP Comparative Government and Politics,1000+,3 to 6,In-person,$99,"If you’re curious about how governments and politics work outside the United States, AP Comparative Government and Politics is the perfect course for you. This course explores the government and politics in China, Iran, Mexico, Nigeria, Russia, and the United Kingdom. Throughout the course, you’ll learn how different governments solve similar problems and will gain a clear understanding of the comparative method by analyzing data and text-based sources, making comparisons and applications, and developing evidence-based arguments.","University of California, San Diego",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c18,AP (Advanced Placement),AP Comparative Government and Politics,1000+,3 to 6,In-person,$99,"If you’re curious about how governments and politics work outside the United States, AP Comparative Government and Politics is the perfect course for you. This course explores the government and politics in China, Iran, Mexico, Nigeria, Russia, and the United Kingdom. Throughout the course, you’ll learn how different governments solve similar problems and will gain a clear understanding of the comparative method by analyzing data and text-based sources, making comparisons and applications, and developing evidence-based arguments.","University of California, Santa Barbara",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c18,AP (Advanced Placement),AP Comparative Government and Politics,1000+,3 to 6,In-person,$99,"If you’re curious about how governments and politics work outside the United States, AP Comparative Government and Politics is the perfect course for you. This course explores the government and politics in China, Iran, Mexico, Nigeria, Russia, and the United Kingdom. Throughout the course, you’ll learn how different governments solve similar problems and will gain a clear understanding of the comparative method by analyzing data and text-based sources, making comparisons and applications, and developing evidence-based arguments.","University of California, Santa Cruz",,4 quarter units,Transfers as: Government and Politics (UC-B),,,,
c19,AP (Advanced Placement),AP United States History,1000+,3 to 6,In-person,$99,"How did the United States become THE United States? What happened to the American economy when factories went from being powered by water to powered by coal? Or how have definitions of who is, and who is not, a U.S. citizen changed over time? In AP United States History, you’ll explore and try to answer questions like these, while discussing the ways in which Americans have debated their values, practices, and traditions since even before the country’s founding.","University of California, Berkeley",,5.3 semester units,Transfers as: History (UC-B/H),,,,
c19,AP (Advanced Placement),AP United States History,1000+,3 to 6,In-person,$99,"How did the United States become THE United States? What happened to the American economy when factories went from being powered by water to powered by coal? Or how have definitions of who is, and who is not, a U.S. citizen changed over time? In AP United States History, you’ll explore and try to answer questions like these, while discussing the ways in which Americans have debated their values, practices, and traditions since even before the country’s founding.","University of California, Merced",,5.3 semester units,Transfers as: History (UC-B/H),,,,
c19,AP (Advanced Placement),AP United States History,1000+,3 to 6,In-person,$99,"How did the United States become THE United States? What happened to the American economy when factories went from being powered by water to powered by coal? Or how have definitions of who is, and who is not, a U.S. citizen changed over time? In AP United States History, you’ll explore and try to answer questions like these, while discussing the ways in which Americans have debated their values, practices, and traditions since even before the country’s founding.","University of California, Davis",,8 quarter units,Transfers as: History (UC-B/H),,,,
c19,AP (Advanced Placement),AP United States History,1000+,3 to 6,In-person,$99,"How did the United States become THE United States? What happened to the American economy when factories went from being powered by water to powered by coal? Or how have definitions of who is, and who is not, a U.S. citizen changed over time? In AP United States History, you’ll explore and try to answer questions like these, while discussing the ways in which Americans have debated their values, practices, and traditions since even before the country’s founding.","University of California, Irvine",,8 quarter units,Transfers as: History (UC-B/H),,,,
c19,AP (Advanced Placement),AP United States History,1000+,3 to 6,In-person,$99,"How did the United States become THE United States? What happened to the American economy when factories went from being powered by water to powered by coal? Or how have definitions of who is, and who is not, a U.S. citizen changed over time? In AP United States History, you’ll explore and try to answer questions like these, while discussing the ways in which Americans have debated their values, practices, and traditions since even before the country’s founding.","University of California, Los Angeles",,8 quarter units,Transfers as: History (UC-B/H),,,,
c19,AP (Advanced Placement),AP United States History,1000+,3 to 6,In-person,$99,"How did the United States become THE United States? What happened to the American economy when factories went from being powered by water to powered by coal? Or how have definitions of who is, and who is not, a U.S. citizen changed over time? In AP United States History, you’ll explore and try to answer questions like these, while discussing the ways in which Americans have debated their values, practices, and traditions since even before the country’s founding.","University of California, Riverside",,8 quarter units,Transfers as: History (UC-B/H),,,,
c19,AP (Advanced Placement),AP United States History,1000+,3 to 6,In-person,$99,"How did the United States become THE United States? What happened to the American economy when factories went from being powered by water to powered by coal? Or how have definitions of who is, and who is not, a U.S. citizen changed over time? In AP United States History, you’ll explore and try to answer questions like these, while discussing the ways in which Americans have debated their values, practices, and traditions since even before the country’s founding.","University of California, San Diego",,8 quarter units,Transfers as: History (UC-B/H),,,,
